province,noc_name,noc_code,repyr,statistic,mean_value
Ontario,Medical administrative assistants,1243,2015,Job vacancies,225
Ontario,Medical administrative assistants,1243,2016,Average offered hourly wage (dollars),19.35
Ontario,Medical administrative assistants,1243,2016,Job vacancies,160
Ontario,Medical laboratory technicians and pathologists' assistants,3212,2015,Average offered hourly wage (dollars),23.38333333
Ontario,Medical laboratory technicians and pathologists' assistants,3212,2015,Job vacancies,202.5
Ontario,Medical laboratory technicians and pathologists' assistants,3212,2016,Average offered hourly wage (dollars),21.625
Ontario,Medical laboratory technicians and pathologists' assistants,3212,2016,Job vacancies,57.5
Ontario,Medical laboratory technologists,3211,2015,Average offered hourly wage (dollars),29.58333333
Ontario,Medical laboratory technologists,3211,2015,Job vacancies,68.33333333
Ontario,Medical laboratory technologists,3211,2016,Average offered hourly wage (dollars),28.8
Ontario,Medical laboratory technologists,3211,2016,Job vacancies,145
Ontario,Medical radiation technologists,3215,2015,Average offered hourly wage (dollars),31.63333333
Ontario,Medical radiation technologists,3215,2015,Job vacancies,41.66666667
Ontario,Medical radiation technologists,3215,2016,Average offered hourly wage (dollars),31.7
Ontario,Medical radiation technologists,3215,2016,Job vacancies,55
Ontario,Medical sonographers,3216,2015,Average offered hourly wage (dollars),32.15
Ontario,Medical sonographers,3216,2015,Job vacancies,45
Ontario,Medical sonographers,3216,2016,Average offered hourly wage (dollars),31.625
Ontario,Medical sonographers,3216,2016,Job vacancies,70
Ontario,Metallurgical and materials engineers,2142,2015,Average offered hourly wage (dollars),.
Ontario,Metallurgical and materials engineers,2142,2015,Job vacancies,.
Ontario,Metallurgical and materials engineers,2142,2016,Average offered hourly wage (dollars),.
Ontario,Metallurgical and materials engineers,2142,2016,Job vacancies,.
Ontario,Metalworking and forging machine operators,9416,2015,Average offered hourly wage (dollars),16.01666667
Ontario,Metalworking and forging machine operators,9416,2015,Job vacancies,272.5
Ontario,Metalworking and forging machine operators,9416,2016,Average offered hourly wage (dollars),16.65
Ontario,Metalworking and forging machine operators,9416,2016,Job vacancies,185
Ontario,Meteorologists and climatologists,2114,2015,Average offered hourly wage (dollars),.
Ontario,Meteorologists and climatologists,2114,2015,Job vacancies,.
Ontario,Meteorologists and climatologists,2114,2016,Average offered hourly wage (dollars),.
Ontario,Meteorologists and climatologists,2114,2016,Job vacancies,.
Ontario,Mine labourers,8614,2015,Average offered hourly wage (dollars),.
Ontario,Mine labourers,8614,2015,Job vacancies,.
Ontario,Mine labourers,8614,2016,Average offered hourly wage (dollars),15.05
Ontario,Mine labourers,8614,2016,Job vacancies,50
Ontario,Mining engineers,2143,2015,Average offered hourly wage (dollars),40.45
Ontario,Mining engineers,2143,2015,Job vacancies,20
Ontario,Mining engineers,2143,2016,Average offered hourly wage (dollars),53.95
Ontario,Mining engineers,2143,2016,Job vacancies,15
Ontario,Motor vehicle assemblers; inspectors and testers,9522,2015,Average offered hourly wage (dollars),16.7
Ontario,Motor vehicle assemblers; inspectors and testers,9522,2015,Job vacancies,780
Ontario,Motor vehicle assemblers; inspectors and testers,9522,2016,Average offered hourly wage (dollars),16
Ontario,Motor vehicle assemblers; inspectors and testers,9522,2016,Job vacancies,787.5
Ontario,Motor vehicle body repairers,7322,2015,Average offered hourly wage (dollars),19.78333333
Ontario,Motor vehicle body repairers,7322,2015,Job vacancies,302.5
Ontario,Motor vehicle body repairers,7322,2016,Average offered hourly wage (dollars),23.175
Ontario,Motor vehicle body repairers,7322,2016,Job vacancies,.
Ontario,Motorcycle; all-terrain vehicle and other related mechanics,7334,2015,Average offered hourly wage (dollars),23.9
Ontario,Motorcycle; all-terrain vehicle and other related mechanics,7334,2015,Job vacancies,.
Ontario,Motorcycle; all-terrain vehicle and other related mechanics,7334,2016,Average offered hourly wage (dollars),18.75
Ontario,Motorcycle; all-terrain vehicle and other related mechanics,7334,2016,Job vacancies,.
Ontario,Musicians and singers,5133,2015,Average offered hourly wage (dollars),.
Ontario,Musicians and singers,5133,2015,Job vacancies,.
Ontario,Musicians and singers,5133,2016,Average offered hourly wage (dollars),.
Ontario,Musicians and singers,5133,2016,Job vacancies,.
Ontario,Natural and applied science policy researchers; consultants and program officers,4161,2015,Average offered hourly wage (dollars),32.58333333
Ontario,Natural and applied science policy researchers; consultants and program officers,4161,2015,Job vacancies,66.66666667
Ontario,Natural and applied science policy researchers; consultants and program officers,4161,2016,Average offered hourly wage (dollars),27.875
Ontario,Natural and applied science policy researchers; consultants and program officers,4161,2016,Job vacancies,50
Ontario,Non-commissioned ranks of the Canadian Forces,4313,2015,Average offered hourly wage (dollars),.
Ontario,Non-commissioned ranks of the Canadian Forces,4313,2015,Job vacancies,.
Ontario,Non-commissioned ranks of the Canadian Forces,4313,2016,Average offered hourly wage (dollars),.
Ontario,Non-commissioned ranks of the Canadian Forces,4313,2016,Job vacancies,.
Ontario,Non-destructive testers and inspection technicians,2261,2015,Average offered hourly wage (dollars),30.96666667
Ontario,Non-destructive testers and inspection technicians,2261,2015,Job vacancies,.
Ontario,Non-destructive testers and inspection technicians,2261,2016,Average offered hourly wage (dollars),38.8
Ontario,Non-destructive testers and inspection technicians,2261,2016,Job vacancies,.
Ontario,Nurse aides; orderlies and patient service associates,3413,2015,Average offered hourly wage (dollars),17.55
Ontario,Nurse aides; orderlies and patient service associates,3413,2015,Job vacancies,1883.333333
Ontario,Nurse aides; orderlies and patient service associates,3413,2016,Average offered hourly wage (dollars),17.575
Ontario,Nurse aides; orderlies and patient service associates,3413,2016,Job vacancies,1977.5
Ontario,Nursery and greenhouse workers,8432,2015,Average offered hourly wage (dollars),11.25
Ontario,Nursery and greenhouse workers,8432,2015,Job vacancies,783.3333333
Ontario,Nursery and greenhouse workers,8432,2016,Average offered hourly wage (dollars),11.4
Ontario,Nursery and greenhouse workers,8432,2016,Job vacancies,785
Ontario,Nursing co-ordinators and supervisors,3011,2015,Average offered hourly wage (dollars),32.26666667
Ontario,Nursing co-ordinators and supervisors,3011,2015,Job vacancies,120
Ontario,Nursing co-ordinators and supervisors,3011,2016,Average offered hourly wage (dollars),33.975
Ontario,Nursing co-ordinators and supervisors,3011,2016,Job vacancies,117.5
Ontario,Occupational therapists,3143,2015,Average offered hourly wage (dollars),33.05
Ontario,Occupational therapists,3143,2015,Job vacancies,65
Ontario,Occupational therapists,3143,2016,Average offered hourly wage (dollars),34.225
Ontario,Occupational therapists,3143,2016,Job vacancies,52.5
Ontario,Oil and gas drilling; servicing and related labourers,8615,2015,Average offered hourly wage (dollars),.
Ontario,Oil and gas drilling; servicing and related labourers,8615,2015,Job vacancies,.
Ontario,Oil and gas drilling; servicing and related labourers,8615,2016,Average offered hourly wage (dollars),.
Ontario,Oil and gas drilling; servicing and related labourers,8615,2016,Job vacancies,.
Ontario,Oil and gas well drillers; servicers; testers and related workers,8232,2015,Average offered hourly wage (dollars),.
Ontario,Oil and gas well drillers; servicers; testers and related workers,8232,2015,Job vacancies,.
Ontario,Oil and gas well drillers; servicers; testers and related workers,8232,2016,Average offered hourly wage (dollars),.
Ontario,Oil and gas well drillers; servicers; testers and related workers,8232,2016,Job vacancies,.
Ontario,Oil and gas well drilling and related workers and services operators,8412,2015,Average offered hourly wage (dollars),.
Ontario,Oil and gas well drilling and related workers and services operators,8412,2015,Job vacancies,.
Ontario,Oil and gas well drilling and related workers and services operators,8412,2016,Average offered hourly wage (dollars),.
Ontario,Oil and gas well drilling and related workers and services operators,8412,2016,Job vacancies,.
Ontario,Oil and solid fuel heating mechanics,7331,2015,Average offered hourly wage (dollars),.
Ontario,Oil and solid fuel heating mechanics,7331,2015,Job vacancies,.
Ontario,Oil and solid fuel heating mechanics,7331,2016,Average offered hourly wage (dollars),.
Ontario,Oil and solid fuel heating mechanics,7331,2016,Job vacancies,.
Ontario,Operators and attendants in amusement; recreation and sport,6722,2015,Average offered hourly wage (dollars),11.56666667
Ontario,Operators and attendants in amusement; recreation and sport,6722,2015,Job vacancies,1021.666667
Ontario,Operators and attendants in amusement; recreation and sport,6722,2016,Average offered hourly wage (dollars),12.05
Ontario,Operators and attendants in amusement; recreation and sport,6722,2016,Job vacancies,805
Ontario,Opticians,3231,2015,Average offered hourly wage (dollars),.
Ontario,Opticians,3231,2015,Job vacancies,.
Ontario,Opticians,3231,2016,Average offered hourly wage (dollars),.
Ontario,Opticians,3231,2016,Job vacancies,.
Ontario,Optometrists,3121,2015,Average offered hourly wage (dollars),.
Ontario,Optometrists,3121,2015,Job vacancies,.
Ontario,Optometrists,3121,2016,Average offered hourly wage (dollars),.
Ontario,Optometrists,3121,2016,Job vacancies,.
Ontario,Other administrative services managers,114,2015,Average offered hourly wage (dollars),43
Ontario,Other administrative services managers,114,2015,Job vacancies,95
Ontario,Other administrative services managers,114,2016,Average offered hourly wage (dollars),36.35
Ontario,Other administrative services managers,114,2016,Job vacancies,165
Ontario,Other assisting occupations in support of health services,3414,2015,Average offered hourly wage (dollars),16.03333333
Ontario,Other assisting occupations in support of health services,3414,2015,Job vacancies,265
Ontario,Other assisting occupations in support of health services,3414,2016,Average offered hourly wage (dollars),16.9
Ontario,Other assisting occupations in support of health services,3414,2016,Job vacancies,285
Ontario,Other automotive mechanical installers and servicers,7535,2015,Average offered hourly wage (dollars),12.75
Ontario,Other automotive mechanical installers and servicers,7535,2015,Job vacancies,390
Ontario,Other automotive mechanical installers and servicers,7535,2016,Average offered hourly wage (dollars),12.075
Ontario,Other automotive mechanical installers and servicers,7535,2016,Job vacancies,347.5
Ontario,Other business services managers,125,2015,Average offered hourly wage (dollars),38.18333333
Ontario,Other business services managers,125,2015,Job vacancies,281.6666667
Ontario,Other business services managers,125,2016,Average offered hourly wage (dollars),42.225
Ontario,Other business services managers,125,2016,Job vacancies,285
Ontario,Other customer and information services representatives,6552,2015,Average offered hourly wage (dollars),13.3
Ontario,Other customer and information services representatives,6552,2015,Job vacancies,5351.666667
Ontario,Other customer and information services representatives,6552,2016,Average offered hourly wage (dollars),13.875
Ontario,Other customer and information services representatives,6552,2016,Job vacancies,4690
Ontario,Other financial officers,1114,2015,Average offered hourly wage (dollars),28.35
Ontario,Other financial officers,1114,2015,Job vacancies,623.3333333
Ontario,Other financial officers,1114,2016,Average offered hourly wage (dollars),27.075
Ontario,Other financial officers,1114,2016,Job vacancies,802.5
Ontario,Other instructors,4216,2015,Average offered hourly wage (dollars),18.95
Ontario,Other instructors,4216,2015,Job vacancies,.
Ontario,Other instructors,4216,2016,Average offered hourly wage (dollars),.
Ontario,Other instructors,4216,2016,Job vacancies,.
Ontario,Other labourers in processing; manufacturing and utilities,9619,2015,Average offered hourly wage (dollars),13.66666667
Ontario,Other labourers in processing; manufacturing and utilities,9619,2015,Job vacancies,1075
Ontario,Other labourers in processing; manufacturing and utilities,9619,2016,Average offered hourly wage (dollars),13.5
Ontario,Other labourers in processing; manufacturing and utilities,9619,2016,Job vacancies,1177.5
Ontario,Other managers in public administration,414,2015,Average offered hourly wage (dollars),44.33333333
Ontario,Other managers in public administration,414,2015,Job vacancies,33.33333333
Ontario,Other managers in public administration,414,2016,Average offered hourly wage (dollars),46.775
Ontario,Other managers in public administration,414,2016,Job vacancies,50
Ontario,Other medical technologists and technicians (except dental health),3219,2015,Average offered hourly wage (dollars),17.65
Ontario,Other medical technologists and technicians (except dental health),3219,2015,Job vacancies,438.3333333
Ontario,Other medical technologists and technicians (except dental health),3219,2016,Average offered hourly wage (dollars),18.075
Ontario,Other medical technologists and technicians (except dental health),3219,2016,Job vacancies,377.5
Ontario,Other metal products machine operators,9418,2015,Average offered hourly wage (dollars),14.93333333
Ontario,Other metal products machine operators,9418,2015,Job vacancies,.
Ontario,Other metal products machine operators,9418,2016,Average offered hourly wage (dollars),16.55
Ontario,Other metal products machine operators,9418,2016,Job vacancies,75
Ontario,Other performers; not elsewhere classified (n.e.c.),5232,2015,Average offered hourly wage (dollars),.
Ontario,Other performers; not elsewhere classified (n.e.c.),5232,2015,Job vacancies,.
Ontario,Other performers; not elsewhere classified (n.e.c.),5232,2016,Average offered hourly wage (dollars),.
Ontario,Other performers; not elsewhere classified (n.e.c.),5232,2016,Job vacancies,.
Ontario,Other personal service occupations,6564,2015,Average offered hourly wage (dollars),.
Ontario,Other personal service occupations,6564,2015,Job vacancies,.
Ontario,Other personal service occupations,6564,2016,Average offered hourly wage (dollars),.
Ontario,Other personal service occupations,6564,2016,Job vacancies,.
Ontario,Other products assemblers; finishers and inspectors,9537,2015,Average offered hourly wage (dollars),14.13333333
Ontario,Other products assemblers; finishers and inspectors,9537,2015,Job vacancies,267.5
Ontario,Other products assemblers; finishers and inspectors,9537,2016,Average offered hourly wage (dollars),14.35
Ontario,Other products assemblers; finishers and inspectors,9537,2016,Job vacancies,260
Ontario,Other professional engineers; not elsewhere classified (n.e.c.),2148,2015,Average offered hourly wage (dollars),32.2
Ontario,Other professional engineers; not elsewhere classified (n.e.c.),2148,2015,Job vacancies,57.5
Ontario,Other professional engineers; not elsewhere classified (n.e.c.),2148,2016,Average offered hourly wage (dollars),32.15
Ontario,Other professional engineers; not elsewhere classified (n.e.c.),2148,2016,Job vacancies,122.5
Ontario,Other professional occupations in health diagnosing and treating,3125,2015,Average offered hourly wage (dollars),33.55
Ontario,Other professional occupations in health diagnosing and treating,3125,2015,Job vacancies,.
Ontario,Other professional occupations in health diagnosing and treating,3125,2016,Average offered hourly wage (dollars),26.85
Ontario,Other professional occupations in health diagnosing and treating,3125,2016,Job vacancies,.
Ontario,Other professional occupations in physical sciences,2115,2015,Average offered hourly wage (dollars),.
Ontario,Other professional occupations in physical sciences,2115,2015,Job vacancies,.
Ontario,Other professional occupations in physical sciences,2115,2016,Average offered hourly wage (dollars),.
Ontario,Other professional occupations in physical sciences,2115,2016,Job vacancies,.
Ontario,Other professional occupations in social science; not elsewhere classified (n.e.c.),4169,2015,Average offered hourly wage (dollars),22.2
Ontario,Other professional occupations in social science; not elsewhere classified (n.e.c.),4169,2015,Job vacancies,30
Ontario,Other professional occupations in social science; not elsewhere classified (n.e.c.),4169,2016,Average offered hourly wage (dollars),32.3
Ontario,Other professional occupations in social science; not elsewhere classified (n.e.c.),4169,2016,Job vacancies,25
Ontario,Other professional occupations in therapy and assessment,3144,2015,Average offered hourly wage (dollars),23.28333333
Ontario,Other professional occupations in therapy and assessment,3144,2015,Job vacancies,10
Ontario,Other professional occupations in therapy and assessment,3144,2016,Average offered hourly wage (dollars),22.65
Ontario,Other professional occupations in therapy and assessment,3144,2016,Job vacancies,35
Ontario,Other religious occupations,4217,2015,Average offered hourly wage (dollars),.
Ontario,Other religious occupations,4217,2015,Job vacancies,.
Ontario,Other religious occupations,4217,2016,Average offered hourly wage (dollars),28.8
Ontario,Other religious occupations,4217,2016,Job vacancies,10
Ontario,Other repairers and servicers,7445,2015,Average offered hourly wage (dollars),14.3
Ontario,Other repairers and servicers,7445,2015,Job vacancies,.
Ontario,Other repairers and servicers,7445,2016,Average offered hourly wage (dollars),17.6
Ontario,Other repairers and servicers,7445,2016,Job vacancies,.
Ontario,Other sales related occupations,6623,2015,Average offered hourly wage (dollars),13
Ontario,Other sales related occupations,6623,2015,Job vacancies,691.6666667
Ontario,Other sales related occupations,6623,2016,Average offered hourly wage (dollars),13.575
Ontario,Other sales related occupations,6623,2016,Job vacancies,525
Ontario,Other service support occupations; not elsewhere classified (n.e.c.),6742,2015,Average offered hourly wage (dollars),11.9
Ontario,Other service support occupations; not elsewhere classified (n.e.c.),6742,2015,Job vacancies,413.3333333
Ontario,Other service support occupations; not elsewhere classified (n.e.c.),6742,2016,Average offered hourly wage (dollars),11.9
Ontario,Other service support occupations; not elsewhere classified (n.e.c.),6742,2016,Job vacancies,225
Ontario,Other services supervisors,6316,2015,Average offered hourly wage (dollars),15.675
Ontario,Other services supervisors,6316,2015,Job vacancies,65
Ontario,Other services supervisors,6316,2016,Average offered hourly wage (dollars),19.85
Ontario,Other services supervisors,6316,2016,Job vacancies,60
Ontario,Other small engine and small equipment repairers,7335,2015,Average offered hourly wage (dollars),.
Ontario,Other small engine and small equipment repairers,7335,2015,Job vacancies,.
Ontario,Other small engine and small equipment repairers,7335,2016,Average offered hourly wage (dollars),15.3
Ontario,Other small engine and small equipment repairers,7335,2016,Job vacancies,.
Ontario,Other technical and co-ordinating occupations in motion pictures; broadcasting and the performing arts,5226,2015,Average offered hourly wage (dollars),19.2
Ontario,Other technical and co-ordinating occupations in motion pictures; broadcasting and the performing arts,5226,2015,Job vacancies,.
Ontario,Other technical and co-ordinating occupations in motion pictures; broadcasting and the performing arts,5226,2016,Average offered hourly wage (dollars),20.85
Ontario,Other technical and co-ordinating occupations in motion pictures; broadcasting and the performing arts,5226,2016,Job vacancies,.
Ontario,Other technical occupations in therapy and assessment,3237,2015,Average offered hourly wage (dollars),21.125
Ontario,Other technical occupations in therapy and assessment,3237,2015,Job vacancies,40
Ontario,Other technical occupations in therapy and assessment,3237,2016,Average offered hourly wage (dollars),26.7
Ontario,Other technical occupations in therapy and assessment,3237,2016,Job vacancies,.
Ontario,Other trades and related occupations; not elsewhere classified (n.e.c.),7384,2015,Average offered hourly wage (dollars),.
Ontario,Other trades and related occupations; not elsewhere classified (n.e.c.),7384,2015,Job vacancies,.
Ontario,Other trades and related occupations; not elsewhere classified (n.e.c.),7384,2016,Average offered hourly wage (dollars),25.6
Ontario,Other trades and related occupations; not elsewhere classified (n.e.c.),7384,2016,Job vacancies,.
Ontario,Other trades helpers and labourers,7612,2015,Average offered hourly wage (dollars),14.86666667
Ontario,Other trades helpers and labourers,7612,2015,Job vacancies,165
Ontario,Other trades helpers and labourers,7612,2016,Average offered hourly wage (dollars),14.475
Ontario,Other trades helpers and labourers,7612,2016,Job vacancies,.
Ontario,Other wood processing machine operators,9434,2015,Average offered hourly wage (dollars),.
Ontario,Other wood processing machine operators,9434,2015,Job vacancies,.
Ontario,Other wood processing machine operators,9434,2016,Average offered hourly wage (dollars),.
Ontario,Other wood processing machine operators,9434,2016,Job vacancies,.
Ontario,Other wood products assemblers and inspectors,9533,2015,Average offered hourly wage (dollars),13.4
Ontario,Other wood products assemblers and inspectors,9533,2015,Job vacancies,.
Ontario,Other wood products assemblers and inspectors,9533,2016,Average offered hourly wage (dollars),12.1
Ontario,Other wood products assemblers and inspectors,9533,2016,Job vacancies,.
Ontario,Outdoor sport and recreational guides,6532,2015,Average offered hourly wage (dollars),.
Ontario,Outdoor sport and recreational guides,6532,2015,Job vacancies,.
Ontario,Outdoor sport and recreational guides,6532,2016,Average offered hourly wage (dollars),.
Ontario,Outdoor sport and recreational guides,6532,2016,Job vacancies,.
Ontario,Painters and decorators (except interior decorators),7294,2015,Average offered hourly wage (dollars),16.85
Ontario,Painters and decorators (except interior decorators),7294,2015,Job vacancies,400
Ontario,Painters and decorators (except interior decorators),7294,2016,Average offered hourly wage (dollars),14.975
Ontario,Painters and decorators (except interior decorators),7294,2016,Job vacancies,.
Ontario,Painters; sculptors and other visual artists,5136,2015,Average offered hourly wage (dollars),.
Ontario,Painters; sculptors and other visual artists,5136,2015,Job vacancies,.
Ontario,Painters; sculptors and other visual artists,5136,2016,Average offered hourly wage (dollars),.
Ontario,Painters; sculptors and other visual artists,5136,2016,Job vacancies,.
Ontario,Paper converting machine operators,9435,2015,Average offered hourly wage (dollars),18.25
Ontario,Paper converting machine operators,9435,2015,Job vacancies,95
Ontario,Paper converting machine operators,9435,2016,Average offered hourly wage (dollars),.
Ontario,Paper converting machine operators,9435,2016,Job vacancies,.
Ontario,Papermaking and finishing machine operators,9433,2015,Average offered hourly wage (dollars),.
Ontario,Papermaking and finishing machine operators,9433,2015,Job vacancies,.
Ontario,Papermaking and finishing machine operators,9433,2016,Average offered hourly wage (dollars),.
Ontario,Papermaking and finishing machine operators,9433,2016,Job vacancies,.
Ontario,Paralegal and related occupations,4211,2015,Average offered hourly wage (dollars),25.23333333
Ontario,Paralegal and related occupations,4211,2015,Job vacancies,282.5
Ontario,Paralegal and related occupations,4211,2016,Average offered hourly wage (dollars),23.65
Ontario,Paralegal and related occupations,4211,2016,Job vacancies,245
Ontario,Paramedical occupations,3234,2015,Average offered hourly wage (dollars),31.5
Ontario,Paramedical occupations,3234,2015,Job vacancies,50
Ontario,Paramedical occupations,3234,2016,Average offered hourly wage (dollars),33.1
Ontario,Paramedical occupations,3234,2016,Job vacancies,65
Ontario,Patternmakers - textile; leather and fur products,5245,2015,Average offered hourly wage (dollars),.
Ontario,Patternmakers - textile; leather and fur products,5245,2015,Job vacancies,.
Ontario,Patternmakers - textile; leather and fur products,5245,2016,Average offered hourly wage (dollars),.
Ontario,Patternmakers - textile; leather and fur products,5245,2016,Job vacancies,.
Ontario,Payroll clerks,1432,2015,Average offered hourly wage (dollars),20.825
Ontario,Payroll clerks,1432,2015,Job vacancies,100
Ontario,Payroll clerks,1432,2016,Average offered hourly wage (dollars),23.75
Ontario,Payroll clerks,1432,2016,Job vacancies,130
Ontario,Personnel clerks,1415,2015,Average offered hourly wage (dollars),20.2
Ontario,Personnel clerks,1415,2015,Job vacancies,30
Ontario,Personnel clerks,1415,2016,Average offered hourly wage (dollars),24
Ontario,Personnel clerks,1415,2016,Job vacancies,45
Ontario,Pest controllers and fumigators,7444,2015,Average offered hourly wage (dollars),.
Ontario,Pest controllers and fumigators,7444,2015,Job vacancies,.
Ontario,Pest controllers and fumigators,7444,2016,Average offered hourly wage (dollars),.
Ontario,Pest controllers and fumigators,7444,2016,Job vacancies,.
Ontario,Pet groomers and animal care workers,6563,2015,Average offered hourly wage (dollars),11.85
Ontario,Pet groomers and animal care workers,6563,2015,Job vacancies,160
Ontario,Pet groomers and animal care workers,6563,2016,Average offered hourly wage (dollars),11.45
Ontario,Pet groomers and animal care workers,6563,2016,Job vacancies,.
Ontario,Petroleum engineers,2145,2015,Average offered hourly wage (dollars),.
Ontario,Petroleum engineers,2145,2015,Job vacancies,.
Ontario,Petroleum engineers,2145,2016,Average offered hourly wage (dollars),.
Ontario,Petroleum engineers,2145,2016,Job vacancies,.
Ontario,Petroleum; gas and chemical process operators,9232,2015,Average offered hourly wage (dollars),27.8
Ontario,Petroleum; gas and chemical process operators,9232,2015,Job vacancies,.
Ontario,Petroleum; gas and chemical process operators,9232,2016,Average offered hourly wage (dollars),.
Ontario,Petroleum; gas and chemical process operators,9232,2016,Job vacancies,.
Ontario,Pharmacists,3131,2015,Average offered hourly wage (dollars),40.61666667
Ontario,Pharmacists,3131,2015,Job vacancies,.
Ontario,Pharmacists,3131,2016,Average offered hourly wage (dollars),40
Ontario,Pharmacists,3131,2016,Job vacancies,.
Ontario,Photographers,5221,2015,Average offered hourly wage (dollars),.
Ontario,Photographers,5221,2015,Job vacancies,.
Ontario,Photographers,5221,2016,Average offered hourly wage (dollars),22
Ontario,Photographers,5221,2016,Job vacancies,.
Ontario,Photographic and film processors,9474,2015,Average offered hourly wage (dollars),12.3
Ontario,Photographic and film processors,9474,2015,Job vacancies,.
Ontario,Photographic and film processors,9474,2016,Average offered hourly wage (dollars),.
Ontario,Photographic and film processors,9474,2016,Job vacancies,.
Ontario,Physicists and astronomers,2111,2015,Average offered hourly wage (dollars),.
Ontario,Physicists and astronomers,2111,2015,Job vacancies,.
Ontario,Physicists and astronomers,2111,2016,Average offered hourly wage (dollars),.
Ontario,Physicists and astronomers,2111,2016,Job vacancies,.
Ontario,Physiotherapists,3142,2015,Average offered hourly wage (dollars),35.01666667
Ontario,Physiotherapists,3142,2015,Job vacancies,160
Ontario,Physiotherapists,3142,2016,Average offered hourly wage (dollars),36.025
Ontario,Physiotherapists,3142,2016,Job vacancies,.
Ontario,Plasterers; drywall installers and finishers and lathers,7284,2015,Average offered hourly wage (dollars),.
Ontario,Plasterers; drywall installers and finishers and lathers,7284,2015,Job vacancies,.
Ontario,Plasterers; drywall installers and finishers and lathers,7284,2016,Average offered hourly wage (dollars),.
Ontario,Plasterers; drywall installers and finishers and lathers,7284,2016,Job vacancies,.
Ontario,Plastic products assemblers; finishers and inspectors,9535,2015,Average offered hourly wage (dollars),15.55
Ontario,Plastic products assemblers; finishers and inspectors,9535,2015,Job vacancies,200
Ontario,Plastic products assemblers; finishers and inspectors,9535,2016,Average offered hourly wage (dollars),.
Ontario,Plastic products assemblers; finishers and inspectors,9535,2016,Job vacancies,.
Ontario,Plastics processing machine operators,9422,2015,Average offered hourly wage (dollars),15.33333333
Ontario,Plastics processing machine operators,9422,2015,Job vacancies,195
Ontario,Plastics processing machine operators,9422,2016,Average offered hourly wage (dollars),13.725
Ontario,Plastics processing machine operators,9422,2016,Job vacancies,295
Ontario,Plateless printing equipment operators,9471,2015,Average offered hourly wage (dollars),.
Ontario,Plateless printing equipment operators,9471,2015,Job vacancies,.
Ontario,Plateless printing equipment operators,9471,2016,Average offered hourly wage (dollars),.
Ontario,Plateless printing equipment operators,9471,2016,Job vacancies,.
Ontario,Plumbers,7251,2015,Average offered hourly wage (dollars),22.98333333
Ontario,Plumbers,7251,2015,Job vacancies,110
Ontario,Plumbers,7251,2016,Average offered hourly wage (dollars),.
Ontario,Plumbers,7251,2016,Job vacancies,.
Ontario,Police officers (except commissioned),4311,2015,Average offered hourly wage (dollars),.
Ontario,Police officers (except commissioned),4311,2015,Job vacancies,.
Ontario,Police officers (except commissioned),4311,2016,Average offered hourly wage (dollars),.
Ontario,Police officers (except commissioned),4311,2016,Job vacancies,.
Ontario,Post-secondary teaching and research assistants,4012,2015,Average offered hourly wage (dollars),22.53333333
Ontario,Post-secondary teaching and research assistants,4012,2015,Job vacancies,37.5
Ontario,Post-secondary teaching and research assistants,4012,2016,Average offered hourly wage (dollars),21.35
Ontario,Post-secondary teaching and research assistants,4012,2016,Job vacancies,15
Ontario,Postal and courier services managers,132,2015,Average offered hourly wage (dollars),.
Ontario,Postal and courier services managers,132,2015,Job vacancies,.
Ontario,Postal and courier services managers,132,2016,Average offered hourly wage (dollars),.
Ontario,Postal and courier services managers,132,2016,Job vacancies,.
Ontario,Power engineers and power systems operators,9241,2015,Average offered hourly wage (dollars),31.03333333
Ontario,Power engineers and power systems operators,9241,2015,Job vacancies,61.66666667
Ontario,Power engineers and power systems operators,9241,2016,Average offered hourly wage (dollars),28.925
Ontario,Power engineers and power systems operators,9241,2016,Job vacancies,50
Ontario,Power system electricians,7243,2015,Average offered hourly wage (dollars),.
Ontario,Power system electricians,7243,2015,Job vacancies,.
Ontario,Power system electricians,7243,2016,Average offered hourly wage (dollars),.
Ontario,Power system electricians,7243,2016,Job vacancies,.
Ontario,Practitioners of natural healing,3232,2015,Average offered hourly wage (dollars),.
Ontario,Practitioners of natural healing,3232,2015,Job vacancies,.
Ontario,Practitioners of natural healing,3232,2016,Average offered hourly wage (dollars),.
Ontario,Practitioners of natural healing,3232,2016,Job vacancies,.
Ontario,Printing press operators,7381,2015,Average offered hourly wage (dollars),17
Ontario,Printing press operators,7381,2015,Job vacancies,.
Ontario,Printing press operators,7381,2016,Average offered hourly wage (dollars),17.925
Ontario,Printing press operators,7381,2016,Job vacancies,.
Ontario,Probation and parole officers and related occupations,4155,2015,Average offered hourly wage (dollars),.
Ontario,Probation and parole officers and related occupations,4155,2015,Job vacancies,.
Ontario,Probation and parole officers and related occupations,4155,2016,Average offered hourly wage (dollars),.
Ontario,Probation and parole officers and related occupations,4155,2016,Job vacancies,.
Ontario,Process control and machine operators; food; beverage and associated products processing,9461,2015,Average offered hourly wage (dollars),16.13333333
Ontario,Process control and machine operators; food; beverage and associated products processing,9461,2015,Job vacancies,255
Ontario,Process control and machine operators; food; beverage and associated products processing,9461,2016,Average offered hourly wage (dollars),16.25
Ontario,Process control and machine operators; food; beverage and associated products processing,9461,2016,Job vacancies,145
Ontario,Producers; directors; choreographers and related occupations,5131,2015,Average offered hourly wage (dollars),28.3
