province,noc_name,noc_code,repyr,statistic,mean_value
Ontario,Accommodation service managers,632,2015,Average offered hourly wage (dollars),24
Ontario,Accommodation service managers,632,2015,Job vacancies,70
Ontario,Accommodation service managers,632,2016,Average offered hourly wage (dollars),20.15
Ontario,Accommodation service managers,632,2016,Job vacancies,.
Ontario,Accommodation; travel; tourism and related services supervisors,6313,2015,Average offered hourly wage (dollars),19.7
Ontario,Accommodation; travel; tourism and related services supervisors,6313,2015,Job vacancies,.
Ontario,Accommodation; travel; tourism and related services supervisors,6313,2016,Average offered hourly wage (dollars),.
Ontario,Accommodation; travel; tourism and related services supervisors,6313,2016,Job vacancies,.
Ontario,Accounting and related clerks,1431,2015,Average offered hourly wage (dollars),18.71666667
Ontario,Accounting and related clerks,1431,2015,Job vacancies,565
Ontario,Accounting and related clerks,1431,2016,Average offered hourly wage (dollars),17.675
Ontario,Accounting and related clerks,1431,2016,Job vacancies,627.5
Ontario,Accounting technicians and bookkeepers,1311,2015,Average offered hourly wage (dollars),19.8
Ontario,Accounting technicians and bookkeepers,1311,2015,Job vacancies,282.5
Ontario,Accounting technicians and bookkeepers,1311,2016,Average offered hourly wage (dollars),17.625
Ontario,Accounting technicians and bookkeepers,1311,2016,Job vacancies,382.5
Ontario,Actors and comedians,5135,2015,Average offered hourly wage (dollars),.
Ontario,Actors and comedians,5135,2015,Job vacancies,.
Ontario,Actors and comedians,5135,2016,Average offered hourly wage (dollars),.
Ontario,Actors and comedians,5135,2016,Job vacancies,.
Ontario,Administrative assistants,1241,2015,Average offered hourly wage (dollars),19.26666667
Ontario,Administrative assistants,1241,2015,Job vacancies,1183.333333
Ontario,Administrative assistants,1241,2016,Average offered hourly wage (dollars),18.65
Ontario,Administrative assistants,1241,2016,Job vacancies,885
Ontario,Administrative officers,1221,2015,Average offered hourly wage (dollars),21.46666667
Ontario,Administrative officers,1221,2015,Job vacancies,761.6666667
Ontario,Administrative officers,1221,2016,Average offered hourly wage (dollars),21.025
Ontario,Administrative officers,1221,2016,Job vacancies,772.5
Ontario,Administrators - post-secondary education and vocational training,421,2015,Average offered hourly wage (dollars),40.25
Ontario,Administrators - post-secondary education and vocational training,421,2015,Job vacancies,71.66666667
Ontario,Administrators - post-secondary education and vocational training,421,2016,Average offered hourly wage (dollars),48.4
Ontario,Administrators - post-secondary education and vocational training,421,2016,Job vacancies,80
Ontario,Advertising; marketing and public relations managers,124,2015,Average offered hourly wage (dollars),39.45
Ontario,Advertising; marketing and public relations managers,124,2015,Job vacancies,858.3333333
Ontario,Advertising; marketing and public relations managers,124,2016,Average offered hourly wage (dollars),37.2
Ontario,Advertising; marketing and public relations managers,124,2016,Job vacancies,1097.5
Ontario,Aerospace engineers,2146,2015,Average offered hourly wage (dollars),36.275
Ontario,Aerospace engineers,2146,2015,Job vacancies,15
Ontario,Aerospace engineers,2146,2016,Average offered hourly wage (dollars),34.3
Ontario,Aerospace engineers,2146,2016,Job vacancies,20
Ontario,Agricultural and fish products inspectors,2222,2015,Average offered hourly wage (dollars),.
Ontario,Agricultural and fish products inspectors,2222,2015,Job vacancies,.
Ontario,Agricultural and fish products inspectors,2222,2016,Average offered hourly wage (dollars),.
Ontario,Agricultural and fish products inspectors,2222,2016,Job vacancies,.
Ontario,Agricultural representatives; consultants and specialists,2123,2015,Average offered hourly wage (dollars),.
Ontario,Agricultural representatives; consultants and specialists,2123,2015,Job vacancies,.
Ontario,Agricultural representatives; consultants and specialists,2123,2016,Average offered hourly wage (dollars),.
Ontario,Agricultural representatives; consultants and specialists,2123,2016,Job vacancies,.
Ontario,Agricultural service contractors; farm supervisors and specialized livestock workers,8252,2015,Average offered hourly wage (dollars),16.6
Ontario,Agricultural service contractors; farm supervisors and specialized livestock workers,8252,2015,Job vacancies,.
Ontario,Agricultural service contractors; farm supervisors and specialized livestock workers,8252,2016,Average offered hourly wage (dollars),15.2
Ontario,Agricultural service contractors; farm supervisors and specialized livestock workers,8252,2016,Job vacancies,.
Ontario,Air pilots; flight engineers and flying instructors,2271,2015,Average offered hourly wage (dollars),41.4
Ontario,Air pilots; flight engineers and flying instructors,2271,2015,Job vacancies,90
Ontario,Air pilots; flight engineers and flying instructors,2271,2016,Average offered hourly wage (dollars),.
Ontario,Air pilots; flight engineers and flying instructors,2271,2016,Job vacancies,.
Ontario,Air traffic controllers and related occupations,2272,2015,Average offered hourly wage (dollars),.
Ontario,Air traffic controllers and related occupations,2272,2015,Job vacancies,.
Ontario,Air traffic controllers and related occupations,2272,2016,Average offered hourly wage (dollars),.
Ontario,Air traffic controllers and related occupations,2272,2016,Job vacancies,.
Ontario,Air transport ramp attendants,7534,2015,Average offered hourly wage (dollars),.
Ontario,Air transport ramp attendants,7534,2015,Job vacancies,.
Ontario,Air transport ramp attendants,7534,2016,Average offered hourly wage (dollars),.
Ontario,Air transport ramp attendants,7534,2016,Job vacancies,.
Ontario,Aircraft assemblers and aircraft assembly inspectors,9521,2015,Average offered hourly wage (dollars),.
Ontario,Aircraft assemblers and aircraft assembly inspectors,9521,2015,Job vacancies,.
Ontario,Aircraft assemblers and aircraft assembly inspectors,9521,2016,Average offered hourly wage (dollars),.
Ontario,Aircraft assemblers and aircraft assembly inspectors,9521,2016,Job vacancies,.
Ontario,Aircraft instrument; electrical and avionics mechanics; technicians and inspectors,2244,2015,Average offered hourly wage (dollars),.
Ontario,Aircraft instrument; electrical and avionics mechanics; technicians and inspectors,2244,2015,Job vacancies,.
Ontario,Aircraft instrument; electrical and avionics mechanics; technicians and inspectors,2244,2016,Average offered hourly wage (dollars),.
Ontario,Aircraft instrument; electrical and avionics mechanics; technicians and inspectors,2244,2016,Job vacancies,.
Ontario,Aircraft mechanics and aircraft inspectors,7315,2015,Average offered hourly wage (dollars),22.8
Ontario,Aircraft mechanics and aircraft inspectors,7315,2015,Job vacancies,60
Ontario,Aircraft mechanics and aircraft inspectors,7315,2016,Average offered hourly wage (dollars),.
Ontario,Aircraft mechanics and aircraft inspectors,7315,2016,Job vacancies,.
Ontario,Airline ticket and service agents,6523,2015,Average offered hourly wage (dollars),13.9
Ontario,Airline ticket and service agents,6523,2015,Job vacancies,425
Ontario,Airline ticket and service agents,6523,2016,Average offered hourly wage (dollars),14
Ontario,Airline ticket and service agents,6523,2016,Job vacancies,.
Ontario,Allied primary health practitioners,3124,2015,Average offered hourly wage (dollars),44.35
Ontario,Allied primary health practitioners,3124,2015,Job vacancies,135
Ontario,Allied primary health practitioners,3124,2016,Average offered hourly wage (dollars),40.325
Ontario,Allied primary health practitioners,3124,2016,Job vacancies,120
Ontario,Animal health technologists and veterinary technicians,3213,2015,Average offered hourly wage (dollars),14.85
Ontario,Animal health technologists and veterinary technicians,3213,2015,Job vacancies,.
Ontario,Animal health technologists and veterinary technicians,3213,2016,Average offered hourly wage (dollars),16.325
Ontario,Animal health technologists and veterinary technicians,3213,2016,Job vacancies,110
Ontario,Announcers and other broadcasters,5231,2015,Average offered hourly wage (dollars),16
Ontario,Announcers and other broadcasters,5231,2015,Job vacancies,30
Ontario,Announcers and other broadcasters,5231,2016,Average offered hourly wage (dollars),.
Ontario,Announcers and other broadcasters,5231,2016,Job vacancies,.
Ontario,Appliance servicers and repairers,7332,2015,Average offered hourly wage (dollars),.
Ontario,Appliance servicers and repairers,7332,2015,Job vacancies,.
Ontario,Appliance servicers and repairers,7332,2016,Average offered hourly wage (dollars),.
Ontario,Appliance servicers and repairers,7332,2016,Job vacancies,.
Ontario,Aquaculture and marine harvest labourers,8613,2015,Average offered hourly wage (dollars),.
Ontario,Aquaculture and marine harvest labourers,8613,2015,Job vacancies,.
Ontario,Aquaculture and marine harvest labourers,8613,2016,Average offered hourly wage (dollars),.
Ontario,Aquaculture and marine harvest labourers,8613,2016,Job vacancies,.
Ontario,Architects,2151,2015,Average offered hourly wage (dollars),31.1
Ontario,Architects,2151,2015,Job vacancies,.
Ontario,Architects,2151,2016,Average offered hourly wage (dollars),35.8
Ontario,Architects,2151,2016,Job vacancies,.
Ontario,Architectural technologists and technicians,2251,2015,Average offered hourly wage (dollars),18.6
Ontario,Architectural technologists and technicians,2251,2015,Job vacancies,.
Ontario,Architectural technologists and technicians,2251,2016,Average offered hourly wage (dollars),16.9
Ontario,Architectural technologists and technicians,2251,2016,Job vacancies,.
Ontario,Architecture and science managers,212,2015,Average offered hourly wage (dollars),44.96666667
Ontario,Architecture and science managers,212,2015,Job vacancies,121.6666667
Ontario,Architecture and science managers,212,2016,Average offered hourly wage (dollars),48.3
Ontario,Architecture and science managers,212,2016,Job vacancies,130
Ontario,Archivists,5113,2015,Average offered hourly wage (dollars),.
Ontario,Archivists,5113,2015,Job vacancies,.
Ontario,Archivists,5113,2016,Average offered hourly wage (dollars),.
Ontario,Archivists,5113,2016,Job vacancies,.
Ontario,Artisans and craftspersons,5244,2015,Average offered hourly wage (dollars),.
Ontario,Artisans and craftspersons,5244,2015,Job vacancies,.
Ontario,Artisans and craftspersons,5244,2016,Average offered hourly wage (dollars),.
Ontario,Artisans and craftspersons,5244,2016,Job vacancies,.
Ontario,Assemblers and inspectors; electrical appliance; apparatus and equipment manufacturing,9524,2015,Average offered hourly wage (dollars),.
Ontario,Assemblers and inspectors; electrical appliance; apparatus and equipment manufacturing,9524,2015,Job vacancies,.
Ontario,Assemblers and inspectors; electrical appliance; apparatus and equipment manufacturing,9524,2016,Average offered hourly wage (dollars),.
Ontario,Assemblers and inspectors; electrical appliance; apparatus and equipment manufacturing,9524,2016,Job vacancies,.
Ontario,Assemblers; fabricators and inspectors; industrial electrical motors and transformers,9525,2015,Average offered hourly wage (dollars),14.5
Ontario,Assemblers; fabricators and inspectors; industrial electrical motors and transformers,9525,2015,Job vacancies,.
Ontario,Assemblers; fabricators and inspectors; industrial electrical motors and transformers,9525,2016,Average offered hourly wage (dollars),.
Ontario,Assemblers; fabricators and inspectors; industrial electrical motors and transformers,9525,2016,Job vacancies,.
Ontario,Assessors; valuators and appraisers,1314,2015,Average offered hourly wage (dollars),22.3
Ontario,Assessors; valuators and appraisers,1314,2015,Job vacancies,.
Ontario,Assessors; valuators and appraisers,1314,2016,Average offered hourly wage (dollars),28.475
Ontario,Assessors; valuators and appraisers,1314,2016,Job vacancies,15
Ontario,Athletes,5251,2015,Average offered hourly wage (dollars),.
Ontario,Athletes,5251,2015,Job vacancies,.
Ontario,Athletes,5251,2016,Average offered hourly wage (dollars),.
Ontario,Athletes,5251,2016,Job vacancies,.
Ontario,Audio and video recording technicians,5225,2015,Average offered hourly wage (dollars),17.1
Ontario,Audio and video recording technicians,5225,2015,Job vacancies,10
Ontario,Audio and video recording technicians,5225,2016,Average offered hourly wage (dollars),24.625
Ontario,Audio and video recording technicians,5225,2016,Job vacancies,10
Ontario,Audiologists and speech-language pathologists,3141,2015,Average offered hourly wage (dollars),35.53333333
Ontario,Audiologists and speech-language pathologists,3141,2015,Job vacancies,37.5
Ontario,Audiologists and speech-language pathologists,3141,2016,Average offered hourly wage (dollars),36.625
Ontario,Audiologists and speech-language pathologists,3141,2016,Job vacancies,20
Ontario,Authors and writers,5121,2015,Average offered hourly wage (dollars),29.1
Ontario,Authors and writers,5121,2015,Job vacancies,160
Ontario,Authors and writers,5121,2016,Average offered hourly wage (dollars),28.8
Ontario,Authors and writers,5121,2016,Job vacancies,72.5
Ontario,Automotive service technicians; truck and bus mechanics and mechanical repairers,7321,2015,Average offered hourly wage (dollars),22.36666667
Ontario,Automotive service technicians; truck and bus mechanics and mechanical repairers,7321,2015,Job vacancies,1088.333333
Ontario,Automotive service technicians; truck and bus mechanics and mechanical repairers,7321,2016,Average offered hourly wage (dollars),22.375
Ontario,Automotive service technicians; truck and bus mechanics and mechanical repairers,7321,2016,Job vacancies,762.5
Ontario,Bakers,6332,2015,Average offered hourly wage (dollars),11.85
Ontario,Bakers,6332,2015,Job vacancies,185
Ontario,Bakers,6332,2016,Average offered hourly wage (dollars),15.9
Ontario,Bakers,6332,2016,Job vacancies,.
Ontario,Banking; credit and other investment managers,122,2015,Average offered hourly wage (dollars),41.56666667
Ontario,Banking; credit and other investment managers,122,2015,Job vacancies,540
Ontario,Banking; credit and other investment managers,122,2016,Average offered hourly wage (dollars),40.675
Ontario,Banking; credit and other investment managers,122,2016,Job vacancies,822.5
Ontario,Banking; insurance and other financial clerks,1434,2015,Average offered hourly wage (dollars),19.125
Ontario,Banking; insurance and other financial clerks,1434,2015,Job vacancies,280
Ontario,Banking; insurance and other financial clerks,1434,2016,Average offered hourly wage (dollars),20.25
Ontario,Banking; insurance and other financial clerks,1434,2016,Job vacancies,495
Ontario,Bartenders,6512,2015,Average offered hourly wage (dollars),10.55
Ontario,Bartenders,6512,2015,Job vacancies,488.3333333
Ontario,Bartenders,6512,2016,Average offered hourly wage (dollars),10.8
Ontario,Bartenders,6512,2016,Job vacancies,382.5
Ontario,Binding and finishing machine operators,9473,2015,Average offered hourly wage (dollars),15.925
Ontario,Binding and finishing machine operators,9473,2015,Job vacancies,35
Ontario,Binding and finishing machine operators,9473,2016,Average offered hourly wage (dollars),16.6
Ontario,Binding and finishing machine operators,9473,2016,Job vacancies,.
Ontario,Biological technologists and technicians,2221,2015,Average offered hourly wage (dollars),.
Ontario,Biological technologists and technicians,2221,2015,Job vacancies,.
Ontario,Biological technologists and technicians,2221,2016,Average offered hourly wage (dollars),21.8
Ontario,Biological technologists and technicians,2221,2016,Job vacancies,35
Ontario,Biologists and related scientists,2121,2015,Average offered hourly wage (dollars),32.35
Ontario,Biologists and related scientists,2121,2015,Job vacancies,20
Ontario,Biologists and related scientists,2121,2016,Average offered hourly wage (dollars),33
Ontario,Biologists and related scientists,2121,2016,Job vacancies,10
Ontario,Boat and cable ferry operators and related occupations,7533,2015,Average offered hourly wage (dollars),.
Ontario,Boat and cable ferry operators and related occupations,7533,2015,Job vacancies,.
Ontario,Boat and cable ferry operators and related occupations,7533,2016,Average offered hourly wage (dollars),.
Ontario,Boat and cable ferry operators and related occupations,7533,2016,Job vacancies,.
Ontario,Boat assemblers and inspectors,9531,2015,Average offered hourly wage (dollars),.
Ontario,Boat assemblers and inspectors,9531,2015,Job vacancies,.
Ontario,Boat assemblers and inspectors,9531,2016,Average offered hourly wage (dollars),.
Ontario,Boat assemblers and inspectors,9531,2016,Job vacancies,.
Ontario,Boilermakers,7234,2015,Average offered hourly wage (dollars),.
Ontario,Boilermakers,7234,2015,Job vacancies,.
Ontario,Boilermakers,7234,2016,Average offered hourly wage (dollars),.
Ontario,Boilermakers,7234,2016,Job vacancies,.
Ontario,Bricklayers,7281,2015,Average offered hourly wage (dollars),32.65
Ontario,Bricklayers,7281,2015,Job vacancies,360
Ontario,Bricklayers,7281,2016,Average offered hourly wage (dollars),.
Ontario,Bricklayers,7281,2016,Job vacancies,.
Ontario,Broadcast technicians,5224,2015,Average offered hourly wage (dollars),17.35
Ontario,Broadcast technicians,5224,2015,Job vacancies,.
Ontario,Broadcast technicians,5224,2016,Average offered hourly wage (dollars),28.975
Ontario,Broadcast technicians,5224,2016,Job vacancies,.
Ontario,Bus drivers; subway operators and other transit operators,7512,2015,Average offered hourly wage (dollars),15.65
Ontario,Bus drivers; subway operators and other transit operators,7512,2015,Job vacancies,716.6666667
Ontario,Bus drivers; subway operators and other transit operators,7512,2016,Average offered hourly wage (dollars),14.5
Ontario,Bus drivers; subway operators and other transit operators,7512,2016,Job vacancies,830
Ontario,Business development officers and marketing researchers and consultants,4163,2015,Average offered hourly wage (dollars),28.2
Ontario,Business development officers and marketing researchers and consultants,4163,2015,Job vacancies,506.6666667
Ontario,Business development officers and marketing researchers and consultants,4163,2016,Average offered hourly wage (dollars),28.725
Ontario,Business development officers and marketing researchers and consultants,4163,2016,Job vacancies,675
Ontario,Butchers; meat cutters and fishmongers - retail and wholesale,6331,2015,Average offered hourly wage (dollars),13.83333333
Ontario,Butchers; meat cutters and fishmongers - retail and wholesale,6331,2015,Job vacancies,.
Ontario,Butchers; meat cutters and fishmongers - retail and wholesale,6331,2016,Average offered hourly wage (dollars),14.9
Ontario,Butchers; meat cutters and fishmongers - retail and wholesale,6331,2016,Job vacancies,.
Ontario,By-law enforcement and other regulatory officers; not elsewhere classified (n.e.c.),4423,2015,Average offered hourly wage (dollars),27.93333333
Ontario,By-law enforcement and other regulatory officers; not elsewhere classified (n.e.c.),4423,2015,Job vacancies,33.33333333
Ontario,By-law enforcement and other regulatory officers; not elsewhere classified (n.e.c.),4423,2016,Average offered hourly wage (dollars),23.775
Ontario,By-law enforcement and other regulatory officers; not elsewhere classified (n.e.c.),4423,2016,Job vacancies,50
Ontario,Cabinetmakers,7272,2015,Average offered hourly wage (dollars),17.4
Ontario,Cabinetmakers,7272,2015,Job vacancies,.
Ontario,Cabinetmakers,7272,2016,Average offered hourly wage (dollars),20.4
Ontario,Cabinetmakers,7272,2016,Job vacancies,.
Ontario,Cable television service and maintenance technicians,7247,2015,Average offered hourly wage (dollars),15.9
Ontario,Cable television service and maintenance technicians,7247,2015,Job vacancies,.
Ontario,Cable television service and maintenance technicians,7247,2016,Average offered hourly wage (dollars),.
Ontario,Cable television service and maintenance technicians,7247,2016,Job vacancies,.
Ontario,Camera; platemaking and other prepress occupations,9472,2015,Average offered hourly wage (dollars),.
Ontario,Camera; platemaking and other prepress occupations,9472,2015,Job vacancies,.
Ontario,Camera; platemaking and other prepress occupations,9472,2016,Average offered hourly wage (dollars),.
Ontario,Camera; platemaking and other prepress occupations,9472,2016,Job vacancies,.
Ontario,Cardiology technologists and electrophysiological diagnostic technologists; not elsewhere classified (n.e.c.),3217,2015,Average offered hourly wage (dollars),31.6
Ontario,Cardiology technologists and electrophysiological diagnostic technologists; not elsewhere classified (n.e.c.),3217,2015,Job vacancies,20
Ontario,Cardiology technologists and electrophysiological diagnostic technologists; not elsewhere classified (n.e.c.),3217,2016,Average offered hourly wage (dollars),29.75
Ontario,Cardiology technologists and electrophysiological diagnostic technologists; not elsewhere classified (n.e.c.),3217,2016,Job vacancies,10
Ontario,Carpenters,7271,2015,Average offered hourly wage (dollars),21.18333333
Ontario,Carpenters,7271,2015,Job vacancies,467.5
Ontario,Carpenters,7271,2016,Average offered hourly wage (dollars),21.125
Ontario,Carpenters,7271,2016,Job vacancies,.
Ontario,Cashiers,6611,2015,Average offered hourly wage (dollars),11.28333333
Ontario,Cashiers,6611,2015,Job vacancies,3476.666667
Ontario,Cashiers,6611,2016,Average offered hourly wage (dollars),11.325
Ontario,Cashiers,6611,2016,Job vacancies,3022.5
Ontario,Casino occupations,6533,2015,Average offered hourly wage (dollars),.
Ontario,Casino occupations,6533,2015,Job vacancies,.
Ontario,Casino occupations,6533,2016,Average offered hourly wage (dollars),12.2
Ontario,Casino occupations,6533,2016,Job vacancies,210
Ontario,Central control and process operators; mineral and metal processing,9231,2015,Average offered hourly wage (dollars),.
Ontario,Central control and process operators; mineral and metal processing,9231,2015,Job vacancies,.
Ontario,Central control and process operators; mineral and metal processing,9231,2016,Average offered hourly wage (dollars),.
Ontario,Central control and process operators; mineral and metal processing,9231,2016,Job vacancies,.
Ontario,Chain saw and skidder operators,8421,2015,Average offered hourly wage (dollars),.
Ontario,Chain saw and skidder operators,8421,2015,Job vacancies,.
Ontario,Chain saw and skidder operators,8421,2016,Average offered hourly wage (dollars),.
Ontario,Chain saw and skidder operators,8421,2016,Job vacancies,.
Ontario,Chefs,6321,2015,Average offered hourly wage (dollars),15.83333333
Ontario,Chefs,6321,2015,Job vacancies,580
Ontario,Chefs,6321,2016,Average offered hourly wage (dollars),16.7
Ontario,Chefs,6321,2016,Job vacancies,447.5
Ontario,Chemical engineers,2134,2015,Average offered hourly wage (dollars),32
Ontario,Chemical engineers,2134,2015,Job vacancies,55
Ontario,Chemical engineers,2134,2016,Average offered hourly wage (dollars),35.3
Ontario,Chemical engineers,2134,2016,Job vacancies,22.5
Ontario,Chemical plant machine operators,9421,2015,Average offered hourly wage (dollars),15.725
Ontario,Chemical plant machine operators,9421,2015,Job vacancies,.
Ontario,Chemical plant machine operators,9421,2016,Average offered hourly wage (dollars),.
Ontario,Chemical plant machine operators,9421,2016,Job vacancies,.
Ontario,Chemical technologists and technicians,2211,2015,Average offered hourly wage (dollars),20.68333333
Ontario,Chemical technologists and technicians,2211,2015,Job vacancies,186.6666667
Ontario,Chemical technologists and technicians,2211,2016,Average offered hourly wage (dollars),20.225
Ontario,Chemical technologists and technicians,2211,2016,Job vacancies,97.5
Ontario,Chemists,2112,2015,Average offered hourly wage (dollars),27.78333333
Ontario,Chemists,2112,2015,Job vacancies,45
Ontario,Chemists,2112,2016,Average offered hourly wage (dollars),28.5
Ontario,Chemists,2112,2016,Job vacancies,35
Ontario,Chiropractors,3122,2015,Average offered hourly wage (dollars),.
Ontario,Chiropractors,3122,2015,Job vacancies,.
Ontario,Chiropractors,3122,2016,Average offered hourly wage (dollars),.
Ontario,Chiropractors,3122,2016,Job vacancies,.
Ontario,Civil engineering technologists and technicians,2231,2015,Average offered hourly wage (dollars),24.9
Ontario,Civil engineering technologists and technicians,2231,2015,Job vacancies,176.6666667
Ontario,Civil engineering technologists and technicians,2231,2016,Average offered hourly wage (dollars),23.225
Ontario,Civil engineering technologists and technicians,2231,2016,Job vacancies,115
Ontario,Civil engineers,2131,2015,Average offered hourly wage (dollars),33.88333333
Ontario,Civil engineers,2131,2015,Job vacancies,245
Ontario,Civil engineers,2131,2016,Average offered hourly wage (dollars),39.35
Ontario,Civil engineers,2131,2016,Job vacancies,390
Ontario,Cleaning supervisors,6315,2015,Average offered hourly wage (dollars),22.5
Ontario,Cleaning supervisors,6315,2015,Job vacancies,86.66666667
Ontario,Cleaning supervisors,6315,2016,Average offered hourly wage (dollars),25.325
Ontario,Cleaning supervisors,6315,2016,Job vacancies,65
Ontario,Coaches,5252,2015,Average offered hourly wage (dollars),13.125
Ontario,Coaches,5252,2015,Job vacancies,140
Ontario,Coaches,5252,2016,Average offered hourly wage (dollars),18.15
Ontario,Coaches,5252,2016,Job vacancies,55
Ontario,Collectors,1435,2015,Average offered hourly wage (dollars),14.63333333
Ontario,Collectors,1435,2015,Job vacancies,385
Ontario,Collectors,1435,2016,Average offered hourly wage (dollars),14.275
Ontario,Collectors,1435,2016,Job vacancies,367.5
Ontario,College and other vocational instructors,4021,2015,Average offered hourly wage (dollars),31.78333333
Ontario,College and other vocational instructors,4021,2015,Job vacancies,430
Ontario,College and other vocational instructors,4021,2016,Average offered hourly wage (dollars),26.75
Ontario,College and other vocational instructors,4021,2016,Job vacancies,370
Ontario,Commissioned officers of the Canadian Forces,433,2015,Average offered hourly wage (dollars),.
Ontario,Commissioned officers of the Canadian Forces,433,2015,Job vacancies,.
Ontario,Commissioned officers of the Canadian Forces,433,2016,Average offered hourly wage (dollars),.
Ontario,Commissioned officers of the Canadian Forces,433,2016,Job vacancies,.
Ontario,Commissioned police officers,431,2015,Average offered hourly wage (dollars),.
Ontario,Commissioned police officers,431,2015,Job vacancies,.
Ontario,Commissioned police officers,431,2016,Average offered hourly wage (dollars),.
Ontario,Commissioned police officers,431,2016,Job vacancies,.
Ontario,Computer and information systems managers,213,2015,Average offered hourly wage (dollars),41.61666667
Ontario,Computer and information systems managers,213,2015,Job vacancies,730
Ontario,Computer and information systems managers,213,2016,Average offered hourly wage (dollars),43.275
Ontario,Computer and information systems managers,213,2016,Job vacancies,802.5
Ontario,Computer engineers (except software engineers and designers),2147,2015,Average offered hourly wage (dollars),38.86666667
Ontario,Computer engineers (except software engineers and designers),2147,2015,Job vacancies,263.3333333
Ontario,Computer engineers (except software engineers and designers),2147,2016,Average offered hourly wage (dollars),40.6
Ontario,Computer engineers (except software engineers and designers),2147,2016,Job vacancies,352.5
Ontario,Computer network technicians,2281,2015,Average offered hourly wage (dollars),28.36666667
Ontario,Computer network technicians,2281,2015,Job vacancies,328.3333333
Ontario,Computer network technicians,2281,2016,Average offered hourly wage (dollars),28.125
Ontario,Computer network technicians,2281,2016,Job vacancies,405
Ontario,Computer programmers and interactive media developers,2174,2015,Average offered hourly wage (dollars),34.3
Ontario,Computer programmers and interactive media developers,2174,2015,Job vacancies,1696.666667
Ontario,Computer programmers and interactive media developers,2174,2016,Average offered hourly wage (dollars),36.975
Ontario,Computer programmers and interactive media developers,2174,2016,Job vacancies,1765
Ontario,Concrete finishers,7282,2015,Average offered hourly wage (dollars),.
Ontario,Concrete finishers,7282,2015,Job vacancies,.
Ontario,Concrete finishers,7282,2016,Average offered hourly wage (dollars),23.8
Ontario,Concrete finishers,7282,2016,Job vacancies,.
Ontario,Concrete; clay and stone forming operators,9414,2015,Average offered hourly wage (dollars),14.975
Ontario,Concrete; clay and stone forming operators,9414,2015,Job vacancies,105
Ontario,Concrete; clay and stone forming operators,9414,2016,Average offered hourly wage (dollars),.
Ontario,Concrete; clay and stone forming operators,9414,2016,Job vacancies,.
Ontario,Conductors; composers and arrangers,5132,2015,Average offered hourly wage (dollars),.
Ontario,Conductors; composers and arrangers,5132,2015,Job vacancies,.
Ontario,Conductors; composers and arrangers,5132,2016,Average offered hourly wage (dollars),.
Ontario,Conductors; composers and arrangers,5132,2016,Job vacancies,.
Ontario,Conference and event planners,1226,2015,Average offered hourly wage (dollars),17.98333333
Ontario,Conference and event planners,1226,2015,Job vacancies,220
Ontario,Conference and event planners,1226,2016,Average offered hourly wage (dollars),20.325
Ontario,Conference and event planners,1226,2016,Job vacancies,185
Ontario,Conservation and fishery officers,2224,2015,Average offered hourly wage (dollars),.
Ontario,Conservation and fishery officers,2224,2015,Job vacancies,.
Ontario,Conservation and fishery officers,2224,2016,Average offered hourly wage (dollars),.
Ontario,Conservation and fishery officers,2224,2016,Job vacancies,.
Ontario,Conservators and curators,5112,2015,Average offered hourly wage (dollars),.
Ontario,Conservators and curators,5112,2015,Job vacancies,.
Ontario,Conservators and curators,5112,2016,Average offered hourly wage (dollars),.
Ontario,Conservators and curators,5112,2016,Job vacancies,.
Ontario,Construction estimators,2234,2015,Average offered hourly wage (dollars),24.96666667
Ontario,Construction estimators,2234,2015,Job vacancies,205
Ontario,Construction estimators,2234,2016,Average offered hourly wage (dollars),31.825
Ontario,Construction estimators,2234,2016,Job vacancies,200
Ontario,Construction inspectors,2264,2015,Average offered hourly wage (dollars),30.53333333
Ontario,Construction inspectors,2264,2015,Job vacancies,80
Ontario,Construction inspectors,2264,2016,Average offered hourly wage (dollars),29.8
Ontario,Construction inspectors,2264,2016,Job vacancies,110
Ontario,Construction managers,711,2015,Average offered hourly wage (dollars),33.425
Ontario,Construction managers,711,2015,Job vacancies,402.5
Ontario,Construction managers,711,2016,Average offered hourly wage (dollars),33.45
Ontario,Construction managers,711,2016,Job vacancies,435
Ontario,Construction millwrights and industrial mechanics,7311,2015,Average offered hourly wage (dollars),26.85
Ontario,Construction millwrights and industrial mechanics,7311,2015,Job vacancies,656.6666667
Ontario,Construction millwrights and industrial mechanics,7311,2016,Average offered hourly wage (dollars),26.625
Ontario,Construction millwrights and industrial mechanics,7311,2016,Job vacancies,867.5
Ontario,Construction trades helpers and labourers,7611,2015,Average offered hourly wage (dollars),15.76666667
Ontario,Construction trades helpers and labourers,7611,2015,Job vacancies,2156.666667
Ontario,Construction trades helpers and labourers,7611,2016,Average offered hourly wage (dollars),23.35
Ontario,Construction trades helpers and labourers,7611,2016,Job vacancies,2690
Ontario,Contractors and supervisors; carpentry trades,7204,2015,Average offered hourly wage (dollars),25.6
Ontario,Contractors and supervisors; carpentry trades,7204,2015,Job vacancies,.
Ontario,Contractors and supervisors; carpentry trades,7204,2016,Average offered hourly wage (dollars),.
Ontario,Contractors and supervisors; carpentry trades,7204,2016,Job vacancies,.
Ontario,Contractors and supervisors; electrical trades and telecommunications occupations,7202,2015,Average offered hourly wage (dollars),32.775
